Number,Group,Shortened_name,WRB_group,count,web_text,GeoTIFF_name,Desc_2nd_level,Alt_Description_merge,R,G,B,Image_name,Image_source_updated,Image_source_old,legend
74,Haplic Lixisols (Chromic),Haplic.Lixisols..Chromic.,Lixisols,443,Haplic (undetermined) Lixisols (Chromic),TAXNWRB_Haplic.Lixisols..Chromic._250m_ll.tif,"Having within 150 cm of the soil surface a subsurface layer, 30 cm or more thick, that has a Munsell hue redder than 7.5 YR or that has both, a hue of 7.5 YR and a chroma, moist, of more than 4. Other diagnostic horizons might occur but have not been recorded.","Lixisols = Soils of wet (sub-)tropical regions with a low cation exchange capacity but high base saturation percentage. Having within 150 cm of the soil surface a subsurface layer, 30 cm or more thick, that has a Munsell hue redder than 7.5 YR or that has both, a hue of 7.5 YR and a chroma, moist, of more than 4. Other diagnostic horizons might occur but have not been recorded.",247,181,233,Lixisol.jpg,Soil taxonomy folder (massive storage),Soil taxonomy folder (massive storage),"74,247,181,233,255,Haplic Lixisols (Chromic)"
75,Haplic Lixisols (Ferric),Haplic.Lixisols..Ferric.,Lixisols,134,Haplic (undetermined) Lixisols (Ferric),TAXNWRB_Haplic.Lixisols..Ferric._250m_ll.tif,"Having a ferric horizon (segregation of Fe, or Fe and Mn with large mottles or discrete nodules) starting from 100 cm of the soil surface. Other diagnostic horizons might occur but have not been recorded.","Lixisols = Soils of wet (sub-)tropical regions with a low cation exchange capacity but high base saturation percentage. Having a ferric horizon (segregation of Fe, or Fe and Mn with large mottles or discrete nodules) starting from 100 cm of the soil surface. Other diagnostic horizons might occur but have not been recorded.",247,149,182,Lixisol.jpg,Soil taxonomy folder (massive storage),Soil taxonomy folder (massive storage),"75,247,149,182,255,Haplic Lixisols (Ferric)"
76,Albic Luvisols,Albic.Luvisols,Luvisols,1423,Albic Luvisols,TAXNWRB_Albic.Luvisols_250m_ll.tif,Having an albic horizon (a light-coloured subsurface horizon from which clay and free iron oxides have been removed) starting within 100 cm of the soil surface.,"Luvisols = Brownish and greyish, base-rich soils of humid temperate regions with a distinct clay accumulation horizon. Having an albic horizon (a light-coloured subsurface horizon from which clay and free iron oxides have been removed) starting within 100 cm of the soil surface.",248,150,180,Albic_Luvisol.jpg,Profielenfolder.jpg,,"76,248,150,180,255,Albic Luvisols"
77,Calcic Luvisols,Calcic.Luvisols,Luvisols,372,Calcic Luvisols,TAXNWRB_Calcic.Luvisols_250m_ll.tif,"The calcic horizon (from Latin calx, lime) is a horizon in which secondary calcium carbonate (CaCO3) has accumulated in a diffuse form (calcium carbonate present only in the form of fine particles of less than 1 mm, dispersed in the matrix) or as discontinuous concentrations (pseudomycelia, cutans, soft and hard nodules, or veins). The accumulation may be in the parent material or in subsurface horizons, but it can also occur in surface horizons. If the accumulation of soft carbonates becomes such that all or most of the pedological and/or lithological structures disappear and continuous concentrations of calcium carbonate prevail, a hypercalcic qualifier is used.","Luvisols = Brownish and greyish, base-rich soils of humid temperate regions with a distinct clay accumulation horizon. The calcic horizon (from Latin calx, lime) is a horizon in which secondary calcium carbonate (CaCO3) has accumulated in a diffuse form (calcium carbonate present only in the form of fine particles of less than 1 mm, dispersed in the matrix) or as discontinuous concentrations (pseudomycelia, cutans, soft and hard nodules, or veins). The accumulation may be in the parent material or in subsurface horizons, but it can also occur in surface horizons. If the accumulation of soft carbonates becomes such that all or most of the pedological and/or lithological structures disappear and continuous concentrations of calcium carbonate prevail, a hypercalcic qualifier is used.",249,168,144,Calcic_Luvisol.jpg,Profielenfolder.jpg,Profielenfolder.jpg,"77,249,168,144,255,Calcic Luvisols"
78,Gleyic Luvisols,Gleyic.Luvisols,Luvisols,1714,Gleyic Luvisols,TAXNWRB_Gleyic.Luvisols_250m_ll.tif,Having within 100 cm of the mineral soil surface in some parts reducing conditions and in 25 percent or more of the soil volume a gleyic colour pattern.,"Luvisols = Brownish and greyish, base-rich soils of humid temperate regions with a distinct clay accumulation horizon. Having within 100 cm of the mineral soil surface in some parts reducing conditions and in 25 percent or more of the soil volume a gleyic colour pattern.",249,160,145,Gleyic_Luvisol.jpg,Profielenfolder.jpg,Profielenfolder.jpg,"78,249,160,145,255,Gleyic Luvisols"
79,Haplic Luvisols,Haplic.Luvisols,Luvisols,2999,Haplic (undetermined) Luvisols,TAXNWRB_Haplic.Luvisols_250m_ll.tif,Other diagnostic horizons might occur but have not been recorded.,"Luvisols = Brownish and greyish, base-rich soils of humid temperate regions with a distinct clay accumulation horizon. Other diagnostic horizons might occur but have not been recorded.",249,148,145,Gleyic_Luvisol.jpg,Profielenfolder.jpg,Profielenfolder.jpg,"79,249,148,145,255,Haplic Luvisols"
80,Haplic Luvisols (Chromic),Haplic.Luvisols..Chromic.,Luvisols,401,Haplic (undetermined) Luvisols (Chromic),TAXNWRB_Haplic.Luvisols..Chromic._250m_ll.tif,"Having within 150 cm of the soil surface a subsurface layer, 30 cm or more thick, that has a Munsell hue redder than 7.5 YR or that has both, a hue of 7.5 YR and a chroma, moist, of more than 4. Other diagnostic horizons might occur but have not been recorded.","Luvisols = Brownish and greyish, base-rich soils of humid temperate regions with a distinct clay accumulation horizon. Having within 150 cm of the soil surface a subsurface layer, 30 cm or more thick, that has a Munsell hue redder than 7.5 YR or that has both, a hue of 7.5 YR and a chroma, moist, of more than 4. Other diagnostic horizons might occur but have not been recorded.",249,145,155,Chromic_Luvisol.jpg,Profielenfolder.jpg,Profielenfolder.jpg,"80,249,145,155,255,Haplic Luvisols (Chromic)"
81,Haplic Luvisols (Ferric),Haplic.Luvisols..Ferric.,Luvisols,100,Haplic (undetermined) Luvisols (Ferric),TAXNWRB_Haplic.Luvisols..Ferric._250m_ll.tif,"The ferric horizon (from Latin ferrum, iron) is one in which segregation of Fe, or Fe and manganese (Mn), has taken place to such an extent that large mottles or discrete nodules have formed and the intermottle/internodular matrix is largely depleted of Fe. Generally, such segregation leads to poor aggregation of the soil particles in Fedepleted zones and compaction of the horizon. Other diagnostic horizons might occur but have not been recorded.","Luvisols = Brownish and greyish, base-rich soils of humid temperate regions with a distinct clay accumulation horizon. The ferric horizon (from Latin ferrum, iron) is one in which segregation of Fe, or Fe and manganese (Mn), has taken place to such an extent that large mottles or discrete nodules have formed and the intermottle/internodular matrix is largely depleted of Fe. Generally, such segregation leads to poor aggregation of the soil particles in Fedepleted zones and compaction of the horizon. Other diagnostic horizons might occur but have not been recorded.",249,156,146,Ferric_Luvisol.jpg,Profielenfolder.jpg,Profielenfolder.jpg,"81,249,156,146,255,Haplic Luvisols (Ferric)"
82,Leptic Luvisols,Leptic.Luvisols,Luvisols,229,Leptic Luvisols,TAXNWRB_Leptic.Luvisols_250m_ll.tif,Having continuous rock starting within 100 cm of the soil surface.,"Luvisols = Brownish and greyish, base-rich soils of humid temperate regions with a distinct clay accumulation horizon. Having continuous rock starting within 100 cm of the soil surface.",249,145,132,Plinthic_Luvisol.jpg,Profielenfolder.jpg,Profielenfolder.jpg,"82,249,145,132,255,Leptic Luvisols"
83,Stagnic Luvisols,Stagnic.Luvisols,Luvisols,165,Stagnic Luvisols,TAXNWRB_Stagnic.Luvisols_250m_ll.tif,"Having within 100 cm of the mineral soil surface in some parts reducing conditions for some time during the year and in 25 percent or more of the soil volume, single or in combination, a stagnic colour pattern or an albic horizon.","Luvisols = Brownish and greyish, base-rich soils of humid temperate regions with a distinct clay accumulation horizon. Having within 100 cm of the mineral soil surface in some parts reducing conditions for some time during the year and in 25 percent or more of the soil volume, single or in combination, a stagnic colour pattern or an albic horizon.",243,185,146,Ferric_Luvisol.jpg,Profielenfolder.jpg,Profielenfolder.jpg,"83,243,185,146,255,Stagnic Luvisols"
84,Vertic Luvisols,Vertic.Luvisols,Luvisols,141,Vertic Luvisols,TAXNWRB_Vertic.Luvisols_250m_ll.tif,"The vertic horizon (from Latin vertere, to turn) is a clayey subsurface horizon that, as a result of shrinking and swelling, has slickensides and wedge-shaped structural aggregates.","Luvisols = Brownish and greyish, base-rich soils of humid temperate regions with a distinct clay accumulation horizon. The vertic horizon (from Latin vertere, to turn) is a clayey subsurface horizon that, as a result of shrinking and swelling, has slickensides and wedge-shaped structural aggregates.",249,145,146,Vertic_Luvisol.jpg,Profielenfolder.jpg,Profielenfolder.jpg,"84,249,145,146,255,Vertic Luvisols"
85,Alic Nitisols,Alic.Nitisols,Nitisols,72,Alic Nitisols,TAXNWRB_Alic.Nitisols_250m_ll.tif,"Having an argic horizon that has a CEC (by 1 M NH4OAc) of 24 cmolc kg-1 clay or more throughout or to a depth of 50 cm below its upper limit, whichever is shallower, either starting within 100 cm of the soil surface or within 200 cm of the soil surface if the argic horizon is overlain by loamy sand or coarser textures throughout, and a base saturation (by 1 M NH4OAc) of less than 50 percent in the major part between 50 and 100 cm from the soil surface.
","Nitisols = Deep soils of wet (sub-)tropical regions in relatively rich parent material and marked by shiny, nutty structure
elements. Having an argic horizon that has a CEC (by 1 M NH4OAc) of 24 cmolc kg-1 clay or more throughout or to a depth of 50 cm below its upper limit, whichever is shallower, either starting within 100 cm of the soil surface or within 200 cm of the soil surface if the argic horizon is overlain by loamy sand or coarser textures throughout, and a base saturation (by 1 M NH4OAc) of less than 50 percent in the major part between 50 and 100 cm from the soil surface.
",160,82,70,Eutric_Nitosol.jpg,Profielenfolder.jpg,Profielenfolder.jpg,"85,160,82,70,255,Alic Nitisols"
86,Haplic Nitisols (Rhodic),Haplic.Nitisols..Rhodic.,Nitisols,492,Haplic (undetermined) Nitisols (Rhodic),TAXNWRB_Haplic.Nitisols..Rhodic._250m_ll.tif,"Having within 150 cm of the soil surface a subsurface layer, 30 cm or more thick, with a Munsell hue redder than 5 YR (3.5 YR or redder), a value, moist, of less than 3.5 and a value, dry, no more than one unit higher than the moist value. Other diagnostic horizons might occur but have not been recorded.","Nitisols = Deep soils of wet (sub-)tropical regions in relatively rich parent material and marked by shiny, nutty structure
elements. Having within 150 cm of the soil surface a subsurface layer, 30 cm or more thick, with a Munsell hue redder than 5 YR (3.5 YR or redder), a value, moist, of less than 3.5 and a value, dry, no more than one unit higher than the moist value. Other diagnostic horizons might occur but have not been recorded.",204,123,104,Eutric_Nitosol.jpg,Profielenfolder.jpg,Profielenfolder.jpg,"86,204,123,104,255,Haplic Nitisols (Rhodic)"
87,Haplic Phaeozems,Haplic.Phaeozems,Phaeozems,1130,Haplic (undetermined) Phaeozems,TAXNWRB_Haplic.Phaeozems_250m_ll.tif,Other diagnostic horizons might occur but have not been recorded.,Phaeozems = Dusky red soils of prairie regions with high base saturation but no visible signs of secondary carbonate accumulation. Other diagnostic horizons might occur but have not been recorded.,213,234,219,Haplic_Phaeozem.jpg,Profielenfolder.jpg,Profielenfolder.jpg,"87,213,234,219,255,Haplic Phaeozems"
88,Leptic Phaeozems,Leptic.Phaeozems,Phaeozems,267,Leptic Phaeozems,TAXNWRB_Leptic.Phaeozems_250m_ll.tif,Having continuous rock starting within 100 cm of the soil surface.,Phaeozems = Dusky red soils of prairie regions with high base saturation but no visible signs of secondary carbonate accumulation. Having continuous rock starting within 100 cm of the soil surface.,180,234,219,Haplic_Phaeozem.jpg,Profielenfolder.jpg,Profielenfolder.jpg,"88,180,234,219,255,Leptic Phaeozems"
89,Luvic Phaeozems,Luvic.Phaeozems,Phaeozems,748,Luvic Phaeozems,TAXNWRB_Luvic.Phaeozems_250m_ll.tif,"Having an argic horizon that has a CEC of 24 cmolc kg-1 clay or more throughout or to a depth of 50 cm below its upper limit, whichever is shallower, either starting within 100 cm of the soil surface or within 200 cm of the soil surface if the argic horizon is overlain by loamy sand or coarser textures throughout, and a base saturation (by 1 M NH4OAc) of 50 percent or more in the major part between 50 and 100 cm from the soil surface.","Phaeozems = Dusky red soils of prairie regions with high base saturation but no visible signs of secondary carbonate accumulation. Having an argic horizon that has a CEC of 24 cmolc kg-1 clay or more throughout or to a depth of 50 cm below its upper limit, whichever is shallower, either starting within 100 cm of the soil surface or within 200 cm of the soil surface if the argic horizon is overlain by loamy sand or coarser textures throughout, and a base saturation (by 1 M NH4OAc) of 50 percent or more in the major part between 50 and 100 cm from the soil surface.",194,234,219,Luvic_Phaeozem.jpg,Profielenfolder.jpg,Profielenfolder.jpg,"89,194,234,219,255,Luvic Phaeozems"
90,Endogleyic Planosols,Endogleyic.Planosols,Planosols,34,Endogleyic Planosols,TAXNWRB_Endogleyic.Planosols_250m_ll.tif,Having between 50 and 100 cm of the mineral soil surface in some parts reducing conditions and in 25 percent or more of the soil volume a gleyic colour pattern.,"Planosols = Brownish and greyish soils of humid temperate regions with a bleached topsoil over dense, slowly permeable subsoil. Having between 50 and 100 cm of the mineral soil surface in some parts reducing conditions and in 25 percent or more of the soil volume a gleyic colour pattern.",215,150,95,Endogleyic_Planosol.jpg,TAXGWRB_lacking_selection,,"90,215,150,95,255,Endogleyic Planosols"
91,Haplic Planosols (Dystric),Haplic.Planosols..Dystric.,Planosols,62,Haplic (undetermined) Planosols (Dystric),TAXNWRB_Haplic.Planosols..Dystric._250m_ll.tif,"Having a base saturation (by 1 M NH4OAc) of less than 50 percent in the major part between 20 and 100 cm from the soil surface or between 20 cm and continuous rock or a cemented or indurated layer, or, in Leptosols, in a layer, 5 cm or more thick, directly above continuous rock. Other diagnostic horizons might occur but have not been recorded.","Planosols = Brownish and greyish soils of humid temperate regions with a bleached topsoil over dense, slowly permeable subsoil. Having a base saturation (by 1 M NH4OAc) of less than 50 percent in the major part between 20 and 100 cm from the soil surface or between 20 cm and continuous rock or a cemented or indurated layer, or, in Leptosols, in a layer, 5 cm or more thick, directly above continuous rock. Other diagnostic horizons might occur but have not been recorded.",240,150,107,Dystric_Planosol.jpg,Profielenfolder.jpg,,"91,240,150,107,255,Haplic Planosols (Dystric)"
92,Haplic Planosols (Eutric),Haplic.Planosols..Eutric.,Planosols,315,Haplic (undetermined) Planosols (Eutric),TAXNWRB_Haplic.Planosols..Eutric._250m_ll.tif,"Having a base saturation (by 1 M NH4OAc) of 50 percent or more in the major part between 20 and 100 cm from the soil surface or between 20 cm and continuous rock or a cemented or indurated layer, or, in Leptosols, in a layer, 5 cm or more thick, directly above continuous rock. Other diagnostic horizons might occur but have not been recorded.","Planosols = Brownish and greyish soils of humid temperate regions with a bleached topsoil over dense, slowly permeable subsoil. Having a base saturation (by 1 M NH4OAc) of 50 percent or more in the major part between 20 and 100 cm from the soil surface or between 20 cm and continuous rock or a cemented or indurated layer, or, in Leptosols, in a layer, 5 cm or more thick, directly above continuous rock. Other diagnostic horizons might occur but have not been recorded.",246,156,105,Eutric_Planosol.jpg,Profielenfolder.jpg,Profielenfolder.jpg,"92,246,156,105,255,Haplic Planosols (Eutric)"
93,Luvic Planosols,Luvic.Planosols,Planosols,32,Luvic Planosols,TAXNWRB_Luvic.Planosols_250m_ll.tif,"Having an argic horizon that has a CEC of 24 cmolc kg-1 clay or more throughout or to a depth of 50 cm below its upper limit, whichever is shallower, either starting within 100 cm of the soil surface or within 200 cm of the soil surface if the argic horizon is overlain by loamy sand or coarser textures throughout, and a base saturation (by 1 M NH4OAc) of 50 percent or more in the major part between 50 and 100 cm from the soil surface.","Planosols = Brownish and greyish soils of humid temperate regions with a bleached topsoil over dense, slowly permeable subsoil. Having an argic horizon that has a CEC of 24 cmolc kg-1 clay or more throughout or to a depth of 50 cm below its upper limit, whichever is shallower, either starting within 100 cm of the soil surface or within 200 cm of the soil surface if the argic horizon is overlain by loamy sand or coarser textures throughout, and a base saturation (by 1 M NH4OAc) of 50 percent or more in the major part between 50 and 100 cm from the soil surface.",210,153,100,Eutric_Planosol.jpg,TAXGWRB_lacking_selection,,"93,210,153,100,255,Luvic Planosols"
94,Solodic Planosols,Solodic.Planosols,Planosols,226,Solodic Planosols,TAXNWRB_Solodic.Planosols_250m_ll.tif,"Having a layer, 15 cm or more thick within 100 cm of the soil surface, with the columnar or prismatic structure of the natric horizon, but lacking its sodium saturation requirements.","Planosols = Brownish and greyish soils of humid temperate regions with a bleached topsoil over dense, slowly permeable subsoil. Having a layer, 15 cm or more thick within 100 cm of the soil surface, with the columnar or prismatic structure of the natric horizon, but lacking its sodium saturation requirements.",216,149,93,Solodic_Planosol.jpg,Profielenfolder.jpg,Profielenfolder.jpg,"94,216,149,93,255,Solodic Planosols"
95,Acric Plinthosols,Acric.Plinthosols,Plinthosols,263,Acric Plinthosols,TAXNWRB_Acric.Plinthosols_250m_ll.tif,"Having an argic horizon that has a CEC (by 1 M NH4OAc) of less than 24 cmolc kg-1 clay in some part to a maximum depth of 50 cm below its upper limit, either starting within 100 cm of the soil surface or within 200 cm of the soil surface if the argic horizon is overlain by loamy sand or coarser textures throughout, and a base saturation (by 1 M NH4OAc) of less than 50 percent in the major part between 50 and 100 cm from the soil surface.","Plinthosols = Soils of wet (sub-)tropical regions on old weathering surfaces; these soils are marked by the presence of a mixture of clay and quartz (‘plinthite’) that hardens irreversibly upon exposure to the open air. Having an argic horizon that has a CEC (by 1 M NH4OAc) of less than 24 cmolc kg-1 clay in some part to a maximum depth of 50 cm below its upper limit, either starting within 100 cm of the soil surface or within 200 cm of the soil surface if the argic horizon is overlain by loamy sand or coarser textures throughout, and a base saturation (by 1 M NH4OAc) of less than 50 percent in the major part between 50 and 100 cm from the soil surface.",132,88,81,Plinthosol.jpg,Soil taxonomy folder (massive storage),Soil taxonomy folder (massive storage),"95,132,88,81,255,Acric Plinthosols"
96,Lixic Plinthosols,Lixic.Plinthosols,Plinthosols,49,Lixic Plinthosols,TAXNWRB_Lixic.Plinthosols_250m_ll.tif,"Having an argic horizon that has a CEC (by 1 M NH4OAc) of 24 cmolc kg-1 clay or more in some part to a maximum depth of 50 cm below its upper limit, either starting within 100 cm of the soil surface or within 200 cm of the soil surface if the argic horizon is overlain by loamy sand or coarser textures throughout, and a base saturation (by 1 M NH4OAc) of 50 percent or more in the major part between 50 and 100 cm from the soil surface.","Plinthosols = Soils of wet (sub-)tropical regions on old weathering surfaces; these soils are marked by the presence of a mixture of clay and quartz (‘plinthite’) that hardens irreversibly upon exposure to the open air. Having an argic horizon that has a CEC (by 1 M NH4OAc) of 24 cmolc kg-1 clay or more in some part to a maximum depth of 50 cm below its upper limit, either starting within 100 cm of the soil surface or within 200 cm of the soil surface if the argic horizon is overlain by loamy sand or coarser textures throughout, and a base saturation (by 1 M NH4OAc) of 50 percent or more in the major part between 50 and 100 cm from the soil surface.",171,114,105,Plinthosol.jpg,Soil taxonomy folder (massive storage),Soil taxonomy folder (massive storage),"96,171,114,105,255,Lixic Plinthosols"
97,Gleyic Podzols,Gleyic.Podzols,Podzols,182,Gleyic Podzols,TAXNWRB_Gleyic.Podzols_250m_ll.tif,Having within 100 cm of the mineral soil surface in some parts reducing conditions and in 25 percent or more of the soil volume a gleyic colour pattern.,Podzols = Soils of humid temperate regions with a bleached eluviation horizon over an accumulation horizon of organic matter with aluminium and/or iron. Having within 100 cm of the mineral soil surface in some parts reducing conditions and in 25 percent or more of the soil volume a gleyic colour pattern.,110,170,124,Gleyic_Podzol.jpg,Profielenfolder.jpg,Profielenfolder.jpg,"97,110,170,124,255,Gleyic Podzols"
98,Haplic Podzols,Haplic.Podzols,Podzols,1401,Haplic (undetermined) Podzols,TAXNWRB_Haplic.Podzols_250m_ll.tif,Other diagnostic horizons might occur but have not been recorded.,Podzols = Soils of humid temperate regions with a bleached eluviation horizon over an accumulation horizon of organic matter with aluminium and/or iron. Other diagnostic horizons might occur but have not been recorded.,109,170,97,Gleyic_Podzol.jpg,Profielenfolder.jpg,Profielenfolder.jpg,"98,109,170,97,255,Haplic Podzols"
99,Aric Regosols,Aric.Regosols,Regosols,1494,Aric Regosols,TAXNWRB_Aric.Regosols_250m_ll.tif,Having only remnants of diagnostic horizons – disturbed by deep ploughing,"Regosols = Relatively deep soils that occur in unconsolidated materials and which have only surficial
profile development, e.g. because of low soil temperatures, prolonged dryness or erosion. Having only remnants of diagnostic horizons – disturbed by deep ploughing",253,228,183,Eutric_Regosoll.jpg,Profielenfolder.jpg,Profielenfolder.jpg,"99,253,228,183,255,Aric Regosols"
100,Calcaric Regosols,Calcaric.Regosols,Regosols,1384,Calcaric Regosols,TAXNWRB_Calcaric.Regosols_250m_ll.tif,"Having calcaric material between 20 and 50 cm from the soil surface or between 20 cm and continuous rock or a cemented or indurated layer, whichever is shallower.","Regosols = Relatively deep soils that occur in unconsolidated materials and which have only surficial
profile development, e.g. because of low soil temperatures, prolonged dryness or erosion. Having calcaric material between 20 and 50 cm from the soil surface or between 20 cm and continuous rock or a cemented or indurated layer, whichever is shallower.",253,210,184,Calcaric_Regosol.jpg,Profielenfolder.jpg,Profielenfolder.jpg,"100,253,210,184,255,Calcaric Regosols"
101,Haplic Regosols (Dystric),Haplic.Regosols..Dystric.,Regosols,270,Haplic (undetermined) Regosols (Dystric),TAXNWRB_Haplic.Regosols..Dystric._250m_ll.tif,"Having a base saturation (by 1 M NH4OAc) of less than 50 percent in the major part between 20 and 100 cm from the soil surface or between 20 cm and continuous rock or a cemented or indurated layer, or, in Leptosols, in a layer, 5 cm or more thick, directly above continuous rock. Other diagnostic horizons might occur but have not been recorded.","Regosols = Relatively deep soils that occur in unconsolidated materials and which have only surficial
profile development, e.g. because of low soil temperatures, prolonged dryness or erosion. Having a base saturation (by 1 M NH4OAc) of less than 50 percent in the major part between 20 and 100 cm from the soil surface or between 20 cm and continuous rock or a cemented or indurated layer, or, in Leptosols, in a layer, 5 cm or more thick, directly above continuous rock. Other diagnostic horizons might occur but have not been recorded.",253,216,151,Dystric_Regosol.jpg,Profielenfolder.jpg,Profielenfolder.jpg,"101,253,216,151,255,Haplic Regosols (Dystric)"
102,Haplic Regosols (Eutric),Haplic.Regosols..Eutric.,Regosols,691,Haplic (undetermined) Regosols (Eutric),TAXNWRB_Haplic.Regosols..Eutric._250m_ll.tif,"Having a base saturation (by 1 M NH4OAc) of 50 percent or more in the major part between 20 and 100 cm from the soil surface or between 20 cm and continuous rock or a cemented or indurated layer, or, in Leptosols, in a layer, 5 cm or more thick, directly above continuous rock. Other diagnostic horizons might occur but have not been recorded.","Regosols = Relatively deep soils that occur in unconsolidated materials and which have only surficial
profile development, e.g. because of low soil temperatures, prolonged dryness or erosion. Having a base saturation (by 1 M NH4OAc) of 50 percent or more in the major part between 20 and 100 cm from the soil surface or between 20 cm and continuous rock or a cemented or indurated layer, or, in Leptosols, in a layer, 5 cm or more thick, directly above continuous rock. Other diagnostic horizons might occur but have not been recorded.",253,218,156,Eutric_Regosol.jpg,Profielenfolder.jpg,Profielenfolder.jpg,"102,253,218,156,255,Haplic Regosols (Eutric)"
103,Haplic Regosols (Sodic),Haplic.Regosols..Sodic.,Regosols,35,Haplic (undetermined) Regosols (Sodic),TAXNWRB_Haplic.Regosols..Sodic._250m_ll.tif,Having 15 percent or more exchangeable Na plus Mg on the exchange complex within 50 cm of the soil surface throughout. Other diagnostic horizons might occur but have not been recorded.,"Regosols = Relatively deep soils that occur in unconsolidated materials and which have only surficial
profile development, e.g. because of low soil temperatures, prolonged dryness or erosion. Having 15 percent or more exchangeable Na plus Mg on the exchange complex within 50 cm of the soil surface throughout. Other diagnostic horizons might occur but have not been recorded.",255,212,156,Haplic_Regosol_Sodic.jpg,TAXGWRB_lacking_selection,Profielenfolder.jpg,"103,255,212,156,255,Haplic Regosols (Sodic)"
104,Leptic Regosols,Leptic.Regosols,Regosols,404,Leptic Regosols,TAXNWRB_Leptic.Regosols_250m_ll.tif,Having continuous rock starting within 100 cm of the soil surface.,"Regosols = Relatively deep soils that occur in unconsolidated materials and which have only surficial
profile development, e.g. because of low soil temperatures, prolonged dryness or erosion. Having continuous rock starting within 100 cm of the soil surface.",253,213,142,Eutric_Regosoll.jpg,Profielenfolder.jpg,Profielenfolder.jpg,"104,253,213,142,255,Leptic Regosols"
105,Gypsic Solonchaks,Gypsic.Solonchaks,Solonchaks,104,Gypsic Solonchaks,TAXNWRB_Gypsic.Solonchaks_250m_ll.tif,"The gypsic horizon (from Greek gypsos) is a commonly non-cemented horizon containing secondary accumulations of gypsum (CaSO4.2H2O) in various forms. If the accumulation of gypsum becomes such that all or most of the pedological and/or lithological structures disappear and continuous concentrations of gypsum prevail, a hypergypsic qualifier is used.","Solonchaks = Soils of (semi-)arid regions with a high content of soluble salts. The gypsic horizon (from Greek gypsos) is a commonly non-cemented horizon containing secondary accumulations of gypsum (CaSO4.2H2O) in various forms. If the accumulation of gypsum becomes such that all or most of the pedological and/or lithological structures disappear and continuous concentrations of gypsum prevail, a hypergypsic qualifier is used.",224,91,154,Gleyic_Solonchak.jpg,Profielenfolder.jpg,Profielenfolder.jpg,"105,224,91,154,255,Gypsic Solonchaks"
106,Haplic Solonchaks,Haplic.Solonchaks,Solonchaks,400,Haplic (undetermined) Solonchaks,TAXNWRB_Haplic.Solonchaks_250m_ll.tif,Other diagnostic horizons might occur but have not been recorded.,Solonchaks = Soils of (semi-)arid regions with a high content of soluble salts. Other diagnostic horizons might occur but have not been recorded.,224,91,180,Gleyic_Solonchak.jpg,Profielenfolder.jpg,Profielenfolder.jpg,"106,224,91,180,255,Haplic Solonchaks"
107,Haplic Solonchaks (Sodic),Haplic.Solonchaks..Sodic.,Solonchaks,135,Haplic (undetermined) Solonchaks (Sodic),TAXNWRB_Haplic.Solonchaks..Sodic._250m_ll.tif,Having 15 percent or more exchangeable Na plus Mg on the exchange complex within 50 cm of the soil surface throughout. Other diagnostic horizons might occur but have not been recorded.,Solonchaks = Soils of (semi-)arid regions with a high content of soluble salts. Having 15 percent or more exchangeable Na plus Mg on the exchange complex within 50 cm of the soil surface throughout. Other diagnostic horizons might occur but have not been recorded.,224,91,127,Gleyic_Solonchak.jpg,Profielenfolder.jpg,Profielenfolder.jpg,"107,224,91,127,255,Haplic Solonchaks (Sodic)"
108,Calcic Solonetz,Calcic.Solonetz,Solonetz,150,Calcic Solonetz,TAXNWRB_Calcic.Solonetz_250m_ll.tif,"The calcic horizon (from Latin calx, lime) is a horizon in which secondary calcium carbonate (CaCO3) has accumulated in a diffuse form (calcium carbonate present only in the form of fine particles of less than 1 mm, dispersed in the matrix) or as discontinuous concentrations (pseudomycelia, cutans, soft and hard nodules, or veins). The accumulation may be in the parent material or in subsurface horizons, but it can also occur in surface horizons. If the accumulation of soft carbonates becomes such that all or most of the pedological and/or lithological structures disappear and continuous concentrations of calcium carbonate prevail, a hypercalcic qualifier is used.","Solonetz = Soils of (semi-)arid regions with a high percentage of adsorbed sodium (Na+) ions. The calcic horizon (from Latin calx, lime) is a horizon in which secondary calcium carbonate (CaCO3) has accumulated in a diffuse form (calcium carbonate present only in the form of fine particles of less than 1 mm, dispersed in the matrix) or as discontinuous concentrations (pseudomycelia, cutans, soft and hard nodules, or veins). The accumulation may be in the parent material or in subsurface horizons, but it can also occur in surface horizons. If the accumulation of soft carbonates becomes such that all or most of the pedological and/or lithological structures disappear and continuous concentrations of calcium carbonate prevail, a hypercalcic qualifier is used.",248,216,237,Gleyic_Solonetz.jpg,Profielenfolder.jpg,Profielenfolder.jpg,"108,248,216,237,255,Calcic Solonetz"
109,Gleyic Solonetz,Gleyic.Solonetz,Solonetz,283,Gleyic Solonetz,TAXNWRB_Gleyic.Solonetz_250m_ll.tif,Having within 100 cm of the mineral soil surface in some parts reducing conditions and in 25 percent or more of the soil volume a gleyic colour pattern.,Solonetz = Soils of (semi-)arid regions with a high percentage of adsorbed sodium (Na+) ions. Having within 100 cm of the mineral soil surface in some parts reducing conditions and in 25 percent or more of the soil volume a gleyic colour pattern.,226,205,204,Gleyic_Solonetz.jpg,Profielenfolder.jpg,Profielenfolder.jpg,"109,226,205,204,255,Gleyic Solonetz"
