WORLDGRIDS_CODE,SERIES_NAME,ATTRIBUTE_TITLE,DESCRIPTION,ROOT_FILE,RESOLUTION_SOURCE_M,RESAMPLE_METHOD,CONFIDENCE_INTERVAL,HORIZON_UPPER_DEPTH,HORIZON_LOWER_DEPTH,Z_SCALE,RANGE_DOMAIN_MINIMUM,RANGE_DOMAIN_MAXIMUM,MASK_VALUE,DATA_FORMAT,NO_DATA,ATTRIBUTE_MEASUREMENT_RESOLUTION,ATTRIBUTE_UNITS_OF_MEASURE,CITATION_URL,CITATION_ORIGINATOR,DISTRIBUTION_POSSIBLE,DATA_LICENSE,DATA_LICENSE_URL,CITATION_ADDRESS,PUBLICATION_DATE,PUBLICATION_TITLE,DOWNLOAD_FTP_URL,TECHNICAL_SPECIFICATIONS_URL,PROJECT_URL,LEGEND,LINEAGE_CODE
N06MOD3,MOD11A2,Mean monthly MODIS LST (nighttime) Jun,Long-term averaged mean monthly surface temperature (nighttime) MODIS June. Derived using a stack of MOD11A2 LST images.,/data/MOD11A2/LSTN_M_Jun_1km.tif,1000,cubicspline,M,0.00 m,0.00 m,1,200,340,289,Int16,-32768,1,Kelvin,https://lpdaac.usgs.gov/dataset_discovery/modis/modis_products_table/mod11a19,LAND PROCESSES DISTRIBUTED ACTIVE ARCHIVE CENTER,YES,,https://lpdaac.usgs.gov/products/modis_policies,lpdaac@usgs.gov,2003,"Wan, Z. (2006). MODIS land surface temperature products users’ guide.ICESS, University of California.",ftp.ladsftp.nascom.nasa.gov,https://lpdaac.usgs.gov/dataset_discovery/modis/modis_products_table/mod11a19,https://lpdaac.usgs.gov,,https://github.com/ISRICWorldSoil/SoilGrids250m/tree/master/grids/MOD11A2
N07MOD3,MOD11A2,Mean monthly MODIS LST (nighttime) Jul,Long-term averaged mean monthly surface temperature (nighttime) MODIS July. Derived using a stack of MOD11A2 LST images.,/data/MOD11A2/LSTN_M_Jul_1km.tif,1000,cubicspline,M,0.00 m,0.00 m,1,6,340,286,Int16,-32768,1,Kelvin,https://lpdaac.usgs.gov/dataset_discovery/modis/modis_products_table/mod11a20,LAND PROCESSES DISTRIBUTED ACTIVE ARCHIVE CENTER,YES,,https://lpdaac.usgs.gov/products/modis_policies,lpdaac@usgs.gov,2003,"Wan, Z. (2006). MODIS land surface temperature products users’ guide.ICESS, University of California.",ftp.ladsftp.nascom.nasa.gov,https://lpdaac.usgs.gov/dataset_discovery/modis/modis_products_table/mod11a20,https://lpdaac.usgs.gov,,https://github.com/ISRICWorldSoil/SoilGrids250m/tree/master/grids/MOD11A2
N08MOD3,MOD11A2,Mean monthly MODIS LST (nighttime) Aug,Long-term averaged mean monthly surface temperature (nighttime) MODIS August. Derived using a stack of MOD11A2 LST images.,/data/MOD11A2/LSTN_M_Aug_1km.tif,1000,cubicspline,M,0.00 m,0.00 m,1,200,340,289,Int16,-32768,1,Kelvin,https://lpdaac.usgs.gov/dataset_discovery/modis/modis_products_table/mod11a21,LAND PROCESSES DISTRIBUTED ACTIVE ARCHIVE CENTER,YES,,https://lpdaac.usgs.gov/products/modis_policies,lpdaac@usgs.gov,2003,"Wan, Z. (2006). MODIS land surface temperature products users’ guide.ICESS, University of California.",ftp.ladsftp.nascom.nasa.gov,https://lpdaac.usgs.gov/dataset_discovery/modis/modis_products_table/mod11a21,https://lpdaac.usgs.gov,,https://github.com/ISRICWorldSoil/SoilGrids250m/tree/master/grids/MOD11A2
N09MOD3,MOD11A2,Mean monthly MODIS LST (nighttime) Sep,Long-term averaged mean monthly surface temperature (nighttime) MODIS September. Derived using a stack of MOD11A2 LST images.,/data/MOD11A2/LSTN_M_Sep_1km.tif,1000,cubicspline,M,0.00 m,0.00 m,1,200,340,286,Int16,-32768,1,Kelvin,https://lpdaac.usgs.gov/dataset_discovery/modis/modis_products_table/mod11a22,LAND PROCESSES DISTRIBUTED ACTIVE ARCHIVE CENTER,YES,,https://lpdaac.usgs.gov/products/modis_policies,lpdaac@usgs.gov,2003,"Wan, Z. (2006). MODIS land surface temperature products users’ guide.ICESS, University of California.",ftp.ladsftp.nascom.nasa.gov,https://lpdaac.usgs.gov/dataset_discovery/modis/modis_products_table/mod11a22,https://lpdaac.usgs.gov,,https://github.com/ISRICWorldSoil/SoilGrids250m/tree/master/grids/MOD11A2
N10MOD3,MOD11A2,Mean monthly MODIS LST (nighttime) Oct,Long-term averaged mean monthly surface temperature (nighttime) MODIS October. Derived using a stack of MOD11A2 LST images.,/data/MOD11A2/LSTN_M_Oct_1km.tif,1000,cubicspline,M,0.00 m,0.00 m,1,200,340,282,Int16,-32768,1,Kelvin,https://lpdaac.usgs.gov/dataset_discovery/modis/modis_products_table/mod11a23,LAND PROCESSES DISTRIBUTED ACTIVE ARCHIVE CENTER,YES,,https://lpdaac.usgs.gov/products/modis_policies,lpdaac@usgs.gov,2003,"Wan, Z. (2006). MODIS land surface temperature products users’ guide.ICESS, University of California.",ftp.ladsftp.nascom.nasa.gov,https://lpdaac.usgs.gov/dataset_discovery/modis/modis_products_table/mod11a23,https://lpdaac.usgs.gov,,https://github.com/ISRICWorldSoil/SoilGrids250m/tree/master/grids/MOD11A2
N11MOD3,MOD11A2,Mean monthly MODIS LST (nighttime) Nov,Long-term averaged mean monthly surface temperature (nighttime) MODIS November. Derived using a stack of MOD11A2 LST images.,/data/MOD11A2/LSTN_M_Nov_1km.tif,1000,cubicspline,M,0.00 m,0.00 m,1,200,340,277,Int16,-32768,1,Kelvin,https://lpdaac.usgs.gov/dataset_discovery/modis/modis_products_table/mod11a24,LAND PROCESSES DISTRIBUTED ACTIVE ARCHIVE CENTER,YES,,https://lpdaac.usgs.gov/products/modis_policies,lpdaac@usgs.gov,2003,"Wan, Z. (2006). MODIS land surface temperature products users’ guide.ICESS, University of California.",ftp.ladsftp.nascom.nasa.gov,https://lpdaac.usgs.gov/dataset_discovery/modis/modis_products_table/mod11a24,https://lpdaac.usgs.gov,,https://github.com/ISRICWorldSoil/SoilGrids250m/tree/master/grids/MOD11A2
N12MOD3,MOD11A2,Mean monthly MODIS LST (nighttime) Dec,Long-term averaged mean monthly surface temperature (nighttime) MODIS December. Derived using a stack of MOD11A2 LST images.,/data/MOD11A2/LSTN_M_Dec_1km.tif,1000,cubicspline,M,0.00 m,0.00 m,1,200,340,273,Int16,-32768,1,Kelvin,https://lpdaac.usgs.gov/dataset_discovery/modis/modis_products_table/mod11a25,LAND PROCESSES DISTRIBUTED ACTIVE ARCHIVE CENTER,YES,,https://lpdaac.usgs.gov/products/modis_policies,lpdaac@usgs.gov,2003,"Wan, Z. (2006). MODIS land surface temperature products users’ guide. ICESS, University of California.",ftp.ladsftp.nascom.nasa.gov,https://lpdaac.usgs.gov/dataset_discovery/modis/modis_products_table/mod11a25,https://lpdaac.usgs.gov,,https://github.com/ISRICWorldSoil/SoilGrids250m/tree/master/grids/MOD11A2
T01MSD3,MOD11A2,SD monthly MODIS LST (daytime) Jan,Long-term s.d. of the monthly surface temperature (daytime) MODIS January. Derived using a stack of MOD11A2 LST images.,/data/MOD11A2/LSTD_SD_Jan_1km.tif,1000,cubicspline,M,0.00 m,0.00 m,1,200,340,35,Int16,-32768,1,Kelvin,https://lpdaac.usgs.gov/dataset_discovery/modis/modis_products_table/mod11a2,LAND PROCESSES DISTRIBUTED ACTIVE ARCHIVE CENTER,YES,,https://lpdaac.usgs.gov/products/modis_policies,lpdaac@usgs.gov,2003,,ftp.ladsftp.nascom.nasa.gov,https://lpdaac.usgs.gov/dataset_discovery/modis/modis_products_table/mod11a2,https://lpdaac.usgs.gov,,https://github.com/ISRICWorldSoil/SoilGrids250m/tree/master/grids/MOD11A2
T02MSD3,MOD11A2,SD monthly MODIS LST (daytime) Feb,Long-term s.d. of the monthly surface temperature (daytime) MODIS February. Derived using a stack of MOD11A2 LST images.,/data/MOD11A2/LSTD_SD_Feb_1km.tif,1000,cubicspline,M,0.00 m,0.00 m,1,200,340,35,Int16,-32768,1,Kelvin,https://lpdaac.usgs.gov/dataset_discovery/modis/modis_products_table/mod11a3,LAND PROCESSES DISTRIBUTED ACTIVE ARCHIVE CENTER,YES,,https://lpdaac.usgs.gov/products/modis_policies,lpdaac@usgs.gov,2003,,ftp.ladsftp.nascom.nasa.gov,https://lpdaac.usgs.gov/dataset_discovery/modis/modis_products_table/mod11a3,https://lpdaac.usgs.gov,,https://github.com/ISRICWorldSoil/SoilGrids250m/tree/master/grids/MOD11A2
T03MSD3,MOD11A2,SD monthly MODIS LST (daytime) Mar,Long-term s.d. of the monthly surface temperature (daytime) MODIS March. Derived using a stack of MOD11A2 LST images.,/data/MOD11A2/LSTD_SD_Mar_1km.tif,1000,cubicspline,M,0.00 m,0.00 m,1,200,340,35,Int16,-32768,1,Kelvin,https://lpdaac.usgs.gov/dataset_discovery/modis/modis_products_table/mod11a4,LAND PROCESSES DISTRIBUTED ACTIVE ARCHIVE CENTER,YES,,https://lpdaac.usgs.gov/products/modis_policies,lpdaac@usgs.gov,2003,,ftp.ladsftp.nascom.nasa.gov,https://lpdaac.usgs.gov/dataset_discovery/modis/modis_products_table/mod11a4,https://lpdaac.usgs.gov,,https://github.com/ISRICWorldSoil/SoilGrids250m/tree/master/grids/MOD11A2
T04MSD3,MOD11A2,SD monthly MODIS LST (daytime) Apr,Long-term s.d. of the monthly surface temperature (daytime) MODIS April. Derived using a stack of MOD11A2 LST images.,/data/MOD11A2/LSTD_SD_Apr_1km.tif,1000,cubicspline,M,0.00 m,0.00 m,1,200,340,35,Int16,-32768,1,Kelvin,https://lpdaac.usgs.gov/dataset_discovery/modis/modis_products_table/mod11a5,LAND PROCESSES DISTRIBUTED ACTIVE ARCHIVE CENTER,YES,,https://lpdaac.usgs.gov/products/modis_policies,lpdaac@usgs.gov,2003,,ftp.ladsftp.nascom.nasa.gov,https://lpdaac.usgs.gov/dataset_discovery/modis/modis_products_table/mod11a5,https://lpdaac.usgs.gov,,https://github.com/ISRICWorldSoil/SoilGrids250m/tree/master/grids/MOD11A2
T05MSD3,MOD11A2,SD monthly MODIS LST (daytime) May,Long-term s.d. of the monthly surface temperature (daytime) MODIS May. Derived using a stack of MOD11A2 LST images.,/data/MOD11A2/LSTD_SD_May_1km.tif,1000,cubicspline,M,0.00 m,0.00 m,1,200,340,35,Int16,-32768,1,Kelvin,https://lpdaac.usgs.gov/dataset_discovery/modis/modis_products_table/mod11a6,LAND PROCESSES DISTRIBUTED ACTIVE ARCHIVE CENTER,YES,,https://lpdaac.usgs.gov/products/modis_policies,lpdaac@usgs.gov,2003,,ftp.ladsftp.nascom.nasa.gov,https://lpdaac.usgs.gov/dataset_discovery/modis/modis_products_table/mod11a6,https://lpdaac.usgs.gov,,https://github.com/ISRICWorldSoil/SoilGrids250m/tree/master/grids/MOD11A2
T06MSD3,MOD11A2,SD monthly MODIS LST (daytime) Jun,Long-term s.d. of the monthly surface temperature (daytime) MODIS June. Derived using a stack of MOD11A2 LST images.,/data/MOD11A2/LSTD_SD_Jun_1km.tif,1000,cubicspline,M,0.00 m,0.00 m,1,200,340,35,Int16,-32768,1,Kelvin,https://lpdaac.usgs.gov/dataset_discovery/modis/modis_products_table/mod11a7,LAND PROCESSES DISTRIBUTED ACTIVE ARCHIVE CENTER,YES,,https://lpdaac.usgs.gov/products/modis_policies,lpdaac@usgs.gov,2003,,ftp.ladsftp.nascom.nasa.gov,https://lpdaac.usgs.gov/dataset_discovery/modis/modis_products_table/mod11a7,https://lpdaac.usgs.gov,,https://github.com/ISRICWorldSoil/SoilGrids250m/tree/master/grids/MOD11A2
T07MSD3,MOD11A2,SD monthly MODIS LST (daytime) Jul,Long-term s.d. of the monthly surface temperature (daytime) MODIS July. Derived using a stack of MOD11A2 LST images.,/data/MOD11A2/LSTD_SD_Jul_1km.tif,1000,cubicspline,M,0.00 m,0.00 m,1,200,340,35,Int16,-32768,1,Kelvin,https://lpdaac.usgs.gov/dataset_discovery/modis/modis_products_table/mod11a8,LAND PROCESSES DISTRIBUTED ACTIVE ARCHIVE CENTER,YES,,https://lpdaac.usgs.gov/products/modis_policies,lpdaac@usgs.gov,2003,,ftp.ladsftp.nascom.nasa.gov,https://lpdaac.usgs.gov/dataset_discovery/modis/modis_products_table/mod11a8,https://lpdaac.usgs.gov,,https://github.com/ISRICWorldSoil/SoilGrids250m/tree/master/grids/MOD11A2
T08MSD3,MOD11A2,SD monthly MODIS LST (daytime) Aug,Long-term s.d. of the monthly surface temperature (daytime) MODIS August. Derived using a stack of MOD11A2 LST images.,/data/MOD11A2/LSTD_SD_Aug_1km.tif,1000,cubicspline,M,0.00 m,0.00 m,1,200,340,35,Int16,-32768,1,Kelvin,https://lpdaac.usgs.gov/dataset_discovery/modis/modis_products_table/mod11a9,LAND PROCESSES DISTRIBUTED ACTIVE ARCHIVE CENTER,YES,,https://lpdaac.usgs.gov/products/modis_policies,lpdaac@usgs.gov,2003,,ftp.ladsftp.nascom.nasa.gov,https://lpdaac.usgs.gov/dataset_discovery/modis/modis_products_table/mod11a9,https://lpdaac.usgs.gov,,https://github.com/ISRICWorldSoil/SoilGrids250m/tree/master/grids/MOD11A2
T09MSD3,MOD11A2,SD monthly MODIS LST (daytime) Sep,Long-term s.d. of the monthly surface temperature (daytime) MODIS September. Derived using a stack of MOD11A2 LST images.,/data/MOD11A2/LSTD_SD_Sep_1km.tif,1000,cubicspline,M,0.00 m,0.00 m,1,200,340,35,Int16,-32768,1,Kelvin,https://lpdaac.usgs.gov/dataset_discovery/modis/modis_products_table/mod11a10,LAND PROCESSES DISTRIBUTED ACTIVE ARCHIVE CENTER,YES,,https://lpdaac.usgs.gov/products/modis_policies,lpdaac@usgs.gov,2003,,ftp.ladsftp.nascom.nasa.gov,https://lpdaac.usgs.gov/dataset_discovery/modis/modis_products_table/mod11a10,https://lpdaac.usgs.gov,,https://github.com/ISRICWorldSoil/SoilGrids250m/tree/master/grids/MOD11A2
T10MSD3,MOD11A2,SD monthly MODIS LST (daytime) Oct,Long-term s.d. of the monthly surface temperature (daytime) MODIS October. Derived using a stack of MOD11A2 LST images.,/data/MOD11A2/LSTD_SD_Oct_1km.tif,1000,cubicspline,M,0.00 m,0.00 m,1,200,340,35,Int16,-32768,1,Kelvin,https://lpdaac.usgs.gov/dataset_discovery/modis/modis_products_table/mod11a11,LAND PROCESSES DISTRIBUTED ACTIVE ARCHIVE CENTER,YES,,https://lpdaac.usgs.gov/products/modis_policies,lpdaac@usgs.gov,2003,,ftp.ladsftp.nascom.nasa.gov,https://lpdaac.usgs.gov/dataset_discovery/modis/modis_products_table/mod11a11,https://lpdaac.usgs.gov,,https://github.com/ISRICWorldSoil/SoilGrids250m/tree/master/grids/MOD11A2
T11MSD3,MOD11A2,SD monthly MODIS LST (daytime) Nov,Long-term s.d. of the monthly surface temperature (daytime) MODIS November. Derived using a stack of MOD11A2 LST images.,/data/MOD11A2/LSTD_SD_Nov_1km.tif,1000,cubicspline,M,0.00 m,0.00 m,1,200,340,35,Int16,-32768,1,Kelvin,https://lpdaac.usgs.gov/dataset_discovery/modis/modis_products_table/mod11a12,LAND PROCESSES DISTRIBUTED ACTIVE ARCHIVE CENTER,YES,,https://lpdaac.usgs.gov/products/modis_policies,lpdaac@usgs.gov,2003,,ftp.ladsftp.nascom.nasa.gov,https://lpdaac.usgs.gov/dataset_discovery/modis/modis_products_table/mod11a12,https://lpdaac.usgs.gov,,https://github.com/ISRICWorldSoil/SoilGrids250m/tree/master/grids/MOD11A2
T12MSD3,MOD11A2,SD monthly MODIS LST (daytime) Dec,Long-term s.d. of the monthly surface temperature (daytime) MODIS December. Derived using a stack of MOD11A2 LST images.,/data/MOD11A2/LSTD_SD_Dec_1km.tif,1000,cubicspline,M,0.00 m,0.00 m,1,200,340,35,Int16,-32768,1,Kelvin,https://lpdaac.usgs.gov/dataset_discovery/modis/modis_products_table/mod11a13,LAND PROCESSES DISTRIBUTED ACTIVE ARCHIVE CENTER,YES,,https://lpdaac.usgs.gov/products/modis_policies,lpdaac@usgs.gov,2003,,ftp.ladsftp.nascom.nasa.gov,https://lpdaac.usgs.gov/dataset_discovery/modis/modis_products_table/mod11a13,https://lpdaac.usgs.gov,,https://github.com/ISRICWorldSoil/SoilGrids250m/tree/master/grids/MOD11A2
N01MSD3,MOD11A2,SD monthly MODIS LST (nighttime) Jan,Long-term s.d. of the monthly surface temperature (nighttime) MODIS January. Derived using a stack of MOD11A2 LST images.,/data/MOD11A2/LSTN_SD_Jan_1kmf.tif,1000,cubicspline,M,0.00 m,0.00 m,1,200,340,25,Int16,-32768,1,Kelvin,https://lpdaac.usgs.gov/dataset_discovery/modis/modis_products_table/mod11a14,LAND PROCESSES DISTRIBUTED ACTIVE ARCHIVE CENTER,YES,,https://lpdaac.usgs.gov/products/modis_policies,lpdaac@usgs.gov,2003,,ftp.ladsftp.nascom.nasa.gov,https://lpdaac.usgs.gov/dataset_discovery/modis/modis_products_table/mod11a14,https://lpdaac.usgs.gov,,https://github.com/ISRICWorldSoil/SoilGrids250m/tree/master/grids/MOD11A2
N02MSD3,MOD11A2,SD monthly MODIS LST (nighttime) Feb,Long-term s.d. of the monthly surface temperature (nighttime) MODIS February. Derived using a stack of MOD11A2 LST images.,/data/MOD11A2/LSTN_SD_Feb_1kmf.tif,1000,cubicspline,M,0.00 m,0.00 m,1,200,340,25,Int16,-32768,1,Kelvin,https://lpdaac.usgs.gov/dataset_discovery/modis/modis_products_table/mod11a15,LAND PROCESSES DISTRIBUTED ACTIVE ARCHIVE CENTER,YES,,https://lpdaac.usgs.gov/products/modis_policies,lpdaac@usgs.gov,2003,,ftp.ladsftp.nascom.nasa.gov,https://lpdaac.usgs.gov/dataset_discovery/modis/modis_products_table/mod11a15,https://lpdaac.usgs.gov,,https://github.com/ISRICWorldSoil/SoilGrids250m/tree/master/grids/MOD11A2
N03MSD3,MOD11A2,SD monthly MODIS LST (nighttime) Mar,Long-term s.d. of the monthly surface temperature (nighttime) MODIS March. Derived using a stack of MOD11A2 LST images.,/data/MOD11A2/LSTN_SD_Mar_1kmf.tif,1000,cubicspline,M,0.00 m,0.00 m,1,200,340,25,Int16,-32768,1,Kelvin,https://lpdaac.usgs.gov/dataset_discovery/modis/modis_products_table/mod11a16,LAND PROCESSES DISTRIBUTED ACTIVE ARCHIVE CENTER,YES,,https://lpdaac.usgs.gov/products/modis_policies,lpdaac@usgs.gov,2003,,ftp.ladsftp.nascom.nasa.gov,https://lpdaac.usgs.gov/dataset_discovery/modis/modis_products_table/mod11a16,https://lpdaac.usgs.gov,,https://github.com/ISRICWorldSoil/SoilGrids250m/tree/master/grids/MOD11A2
N04MSD3,MOD11A2,SD monthly MODIS LST (nighttime) Apr,Long-term s.d. of the monthly surface temperature (nighttime) MODIS April. Derived using a stack of MOD11A2 LST images.,/data/MOD11A2/LSTN_SD_Apr_1kmf.tif,1000,cubicspline,M,0.00 m,0.00 m,1,200,340,25,Int16,-32768,1,Kelvin,https://lpdaac.usgs.gov/dataset_discovery/modis/modis_products_table/mod11a17,LAND PROCESSES DISTRIBUTED ACTIVE ARCHIVE CENTER,YES,,https://lpdaac.usgs.gov/products/modis_policies,lpdaac@usgs.gov,2003,,ftp.ladsftp.nascom.nasa.gov,https://lpdaac.usgs.gov/dataset_discovery/modis/modis_products_table/mod11a17,https://lpdaac.usgs.gov,,https://github.com/ISRICWorldSoil/SoilGrids250m/tree/master/grids/MOD11A2
N05MSD3,MOD11A2,SD monthly MODIS LST (nighttime) May,Long-term s.d. of the monthly surface temperature (nighttime) MODIS May. Derived using a stack of MOD11A2 LST images.,/data/MOD11A2/LSTN_SD_May_1kmf.tif,1000,cubicspline,M,0.00 m,0.00 m,1,200,340,25,Int16,-32768,1,Kelvin,https://lpdaac.usgs.gov/dataset_discovery/modis/modis_products_table/mod11a18,LAND PROCESSES DISTRIBUTED ACTIVE ARCHIVE CENTER,YES,,https://lpdaac.usgs.gov/products/modis_policies,lpdaac@usgs.gov,2003,,ftp.ladsftp.nascom.nasa.gov,https://lpdaac.usgs.gov/dataset_discovery/modis/modis_products_table/mod11a18,https://lpdaac.usgs.gov,,https://github.com/ISRICWorldSoil/SoilGrids250m/tree/master/grids/MOD11A2
N06MSD3,MOD11A2,SD monthly MODIS LST (nighttime) Jun,Long-term s.d. of the monthly surface temperature (nighttime) MODIS June. Derived using a stack of MOD11A2 LST images.,/data/MOD11A2/LSTN_SD_Jun_1kmf.tif,1000,cubicspline,M,0.00 m,0.00 m,1,200,340,25,Int16,-32768,1,Kelvin,https://lpdaac.usgs.gov/dataset_discovery/modis/modis_products_table/mod11a19,LAND PROCESSES DISTRIBUTED ACTIVE ARCHIVE CENTER,YES,,https://lpdaac.usgs.gov/products/modis_policies,lpdaac@usgs.gov,2003,,ftp.ladsftp.nascom.nasa.gov,https://lpdaac.usgs.gov/dataset_discovery/modis/modis_products_table/mod11a19,https://lpdaac.usgs.gov,,https://github.com/ISRICWorldSoil/SoilGrids250m/tree/master/grids/MOD11A2
N07MSD3,MOD11A2,SD monthly MODIS LST (nighttime) Jul,Long-term s.d. of the monthly surface temperature (nighttime) MODIS July. Derived using a stack of MOD11A2 LST images.,/data/MOD11A2/LSTN_SD_Jul_1kmf.tif,1000,cubicspline,M,0.00 m,0.00 m,1,6,340,25,Int16,-32768,1,Kelvin,https://lpdaac.usgs.gov/dataset_discovery/modis/modis_products_table/mod11a20,LAND PROCESSES DISTRIBUTED ACTIVE ARCHIVE CENTER,YES,,https://lpdaac.usgs.gov/products/modis_policies,lpdaac@usgs.gov,2003,,ftp.ladsftp.nascom.nasa.gov,https://lpdaac.usgs.gov/dataset_discovery/modis/modis_products_table/mod11a20,https://lpdaac.usgs.gov,,https://github.com/ISRICWorldSoil/SoilGrids250m/tree/master/grids/MOD11A2
N08MSD3,MOD11A2,SD monthly MODIS LST (nighttime) Aug,Long-term s.d. of the monthly surface temperature (nighttime) MODIS August. Derived using a stack of MOD11A2 LST images.,/data/MOD11A2/LSTN_SD_Aug_1kmf.tif,1000,cubicspline,M,0.00 m,0.00 m,1,200,340,25,Int16,-32768,1,Kelvin,https://lpdaac.usgs.gov/dataset_discovery/modis/modis_products_table/mod11a21,LAND PROCESSES DISTRIBUTED ACTIVE ARCHIVE CENTER,YES,,https://lpdaac.usgs.gov/products/modis_policies,lpdaac@usgs.gov,2003,,ftp.ladsftp.nascom.nasa.gov,https://lpdaac.usgs.gov/dataset_discovery/modis/modis_products_table/mod11a21,https://lpdaac.usgs.gov,,https://github.com/ISRICWorldSoil/SoilGrids250m/tree/master/grids/MOD11A2
N09MSD3,MOD11A2,SD monthly MODIS LST (nighttime) Sep,Long-term s.d. of the monthly surface temperature (nighttime) MODIS September. Derived using a stack of MOD11A2 LST images.,/data/MOD11A2/LSTN_SD_Sep_1kmf.tif,1000,cubicspline,M,0.00 m,0.00 m,1,200,340,25,Int16,-32768,1,Kelvin,https://lpdaac.usgs.gov/dataset_discovery/modis/modis_products_table/mod11a22,LAND PROCESSES DISTRIBUTED ACTIVE ARCHIVE CENTER,YES,,https://lpdaac.usgs.gov/products/modis_policies,lpdaac@usgs.gov,2003,,ftp.ladsftp.nascom.nasa.gov,https://lpdaac.usgs.gov/dataset_discovery/modis/modis_products_table/mod11a22,https://lpdaac.usgs.gov,,https://github.com/ISRICWorldSoil/SoilGrids250m/tree/master/grids/MOD11A2
N10MSD3,MOD11A2,SD monthly MODIS LST (nighttime) Oct,Long-term s.d. of the monthly surface temperature (nighttime) MODIS October. Derived using a stack of MOD11A2 LST images.,/data/MOD11A2/LSTN_SD_Oct_1kmf.tif,1000,cubicspline,M,0.00 m,0.00 m,1,200,340,25,Int16,-32768,1,Kelvin,https://lpdaac.usgs.gov/dataset_discovery/modis/modis_products_table/mod11a23,LAND PROCESSES DISTRIBUTED ACTIVE ARCHIVE CENTER,YES,,https://lpdaac.usgs.gov/products/modis_policies,lpdaac@usgs.gov,2003,,ftp.ladsftp.nascom.nasa.gov,https://lpdaac.usgs.gov/dataset_discovery/modis/modis_products_table/mod11a23,https://lpdaac.usgs.gov,,https://github.com/ISRICWorldSoil/SoilGrids250m/tree/master/grids/MOD11A2
N11MSD3,MOD11A2,SD monthly MODIS LST (nighttime) Nov,Long-term s.d. of the monthly surface temperature (nighttime) MODIS November. Derived using a stack of MOD11A2 LST images.,/data/MOD11A2/LSTN_SD_Nov_1kmf.tif,1000,cubicspline,M,0.00 m,0.00 m,1,200,340,25,Int16,-32768,1,Kelvin,https://lpdaac.usgs.gov/dataset_discovery/modis/modis_products_table/mod11a24,LAND PROCESSES DISTRIBUTED ACTIVE ARCHIVE CENTER,YES,,https://lpdaac.usgs.gov/products/modis_policies,lpdaac@usgs.gov,2003,,ftp.ladsftp.nascom.nasa.gov,https://lpdaac.usgs.gov/dataset_discovery/modis/modis_products_table/mod11a24,https://lpdaac.usgs.gov,,https://github.com/ISRICWorldSoil/SoilGrids250m/tree/master/grids/MOD11A2
N12MSD3,MOD11A2,SD monthly MODIS LST (nighttime) Dec,Long-term s.d. of the monthly surface temperature (nighttime) MODIS December. Derived using a stack of MOD11A2 LST images.,/data/MOD11A2/LSTN_SD_Dec_1kmf.tif,1000,cubicspline,M,0.00 m,0.00 m,1,200,340,25,Int16,-32768,1,Kelvin,https://lpdaac.usgs.gov/dataset_discovery/modis/modis_products_table/mod11a25,LAND PROCESSES DISTRIBUTED ACTIVE ARCHIVE CENTER,YES,,https://lpdaac.usgs.gov/products/modis_policies,lpdaac@usgs.gov,2003,,ftp.ladsftp.nascom.nasa.gov,https://lpdaac.usgs.gov/dataset_discovery/modis/modis_products_table/mod11a25,https://lpdaac.usgs.gov,,https://github.com/ISRICWorldSoil/SoilGrids250m/tree/master/grids/MOD11A2
TMDMOD3,MOD11A2,Mean annual LST (daytime) MODIS,Long-term averaged mean annual surface temperature (daytime) MODIS. Derived using a stack of MOD11A2 LST images.,/data/MOD11A2/TMDMOD3.tif,1000,cubicspline,M,0.00 m,0.00 m,1,204,328,293,Int16,-32768,1,Kelvin,https://lpdaac.usgs.gov/dataset_discovery/modis/modis_products_table/mod11a3,LAND PROCESSES DISTRIBUTED ACTIVE ARCHIVE CENTER,YES,,https://lpdaac.usgs.gov/products/modis_policies,lpdaac@usgs.gov,2003,,ftp.ladsftp.nascom.nasa.gov,https://lpdaac.usgs.gov/dataset_discovery/modis/modis_products_table/mod11a3,https://lpdaac.usgs.gov,,https://github.com/ISRICWorldSoil/SoilGrids250m/tree/master/grids/MOD11A2
TMNMOD3,MOD11A2,Mean annual LST (nighttime) MODIS,Long-term averaged mean annual surface temperature (nighttime) MODIS. Derived using a stack of MOD11A2 LST images.,/data/MOD11A2/TMNMOD3.tif,1000,cubicspline,M,0.00 m,0.00 m,1,200,340,282,Int16,-32768,1,Kelvin,https://lpdaac.usgs.gov/dataset_discovery/modis/modis_products_table/mod11a3,LAND PROCESSES DISTRIBUTED ACTIVE ARCHIVE CENTER,YES,,https://lpdaac.usgs.gov/products/modis_policies,lpdaac@usgs.gov,2003,,ftp.ladsftp.nascom.nasa.gov,https://lpdaac.usgs.gov/dataset_discovery/modis/modis_products_table/mod11a3,https://lpdaac.usgs.gov,,https://github.com/ISRICWorldSoil/SoilGrids250m/tree/master/grids/MOD11A2
